Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
2006-12-17,0.7102840625082488,0.5761461434922707,0.648958322899869,0.695225988106995,0.19650106321283586,0.34577586918820713,0.6838382285099185,0.5984580687902821,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
2006-12-18,0.4616902969925331,0.41244850511889714,0.7315072266348821,0.42461810006093587,0.10274502223081383,0.21645057395325792,0.7185401609513559,0.3082204835286349,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
2006-12-19,0.3490591374759971,0.3847891259126321,0.7868648524123856,0.31150847849383284,0.08109414266383143,0.6277975059872822,0.31764826490337794,0.2127090810234691,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
2006-12-20,0.4662828440859381,0.41042439939633724,0.8091307004276871,0.4280746359605807,0.0,0.218680320422826,0.7208467886616434,0.33019076255889956,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
2006-12-21,0.3596239650428438,0.36751539747930007,0.7177225883045821,0.3196333126999007,0.17059733230233906,0.2166157403584111,0.5341637193090368,0.22355356885426378,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
2006-12-22,0.4904983590264856,0.47647040828812665,0.7281072526768106,0.45875270534344725,0.3045621496230427,0.028904120901808574,0.5705571787380184,0.3950714138004949,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
2006-12-23,1.0,0.5645827385079741,0.6524955177836347,1.0,0.25797409626908946,0.035097861095053265,0.7548311035932135,1.0,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
2006-12-24,0.5342144967953566,0.38213280580821474,0.7643736415629157,0.5168099010317077,0.16460467813647786,0.4196878354942605,0.3532215900353683,0.46689124142254196,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
2006-12-25,0.5746696370249545,0.6125341599706327,0.8878719738779459,0.5403437624760984,0.6398608157742122,0.16202824345528122,0.29704239069147576,0.5076688913569675,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
2006-12-26,0.8241759623043264,0.42088652771546275,0.7599024429331216,0.7972620873694605,0.10496810361492363,0.20918325212651748,0.7677994771643857,0.760823025625603,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
2006-12-27,0.3202674160438732,0.45606619896398415,0.9143696351125321,0.28057826059549074,0.0,0.02593112560905112,0.3575785534881337,0.2946288334333103,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
2006-12-28,0.4342070806760651,0.5324774646163887,0.8783816945281906,0.39924565569120213,0.21331915716218827,0.3649351721859774,0.4703470193244144,0.30358032776971783,0.39572745604309745,0.4807592453701033,0.7677272727272725,0.49249999999999994,0.41750000000000004
